Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
"If you could learn any new skill overnight, what would it be?",0.0884283542813109,15-docs-analytics-.md,0.0787751703963393,281-docs-assets-events-importing-events-.md,0.0724967484620206,201-docs-campaign-.md,0.753018856048584,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7435993999242783,280-docs-assets-events-event-settings-.md,0.7338477820158005
What is your all-time favorite song and why?,0.0288397507528361,288-docs-assets-events-event-reference-items-.md,0.022508994372827,276-docs-assets-events-.md,0.0118888731161737,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7480650097131729,104-docs-automation-triggers-scheduled-run-.md,0.7361221313476562,11-docs-ai-search-ai-search-statistics-.md,0.7360450774431229
What are some popular vacation destinations for beach lovers?,0.0562978289812593,11-docs-ai-search-ai-search-statistics-.md,0.0392421293468396,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.0383649294724227,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7526872754096985,1-docs-ai-search-configuring-ai-search-.md,0.7364605367183685,101-docs-automation-triggers-audience-node-.md,0.7303985804319382
How does gravity impact the growth of plants?,0.0801033659021143,359-docs-settings-identity-access-management-iam-for-apps-.md,0.0304206985068319,96-docs-automation-introduction-to-automation-.md,0.0296195351128678,364-docs-settings-identity-access-management-single-sign-on-tutorials-setup-sso-azure-ad-.md,0.7534910142421722,390-docs-settings-report-.md,0.7423347383737564,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5548552419026058
What are some common household items that can be recycled?,0.1489212704834798,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.1435245863155256,256-docs-campaign-recommendations-v2-creating-section-recommendations-.md,0.1415902255995798,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7625890076160431,279-docs-assets-events-adding-event-parameters-.md,0.7606663107872009,254-docs-campaign-recommendations-v2-recommendation-types-.md,0.7566709220409393
How does meditation benefit mental health?,0.0481995537671186,15-docs-analytics-.md,0.0382009007510039,16-docs-analytics-analytics-dashboard-.md,0.0300020554275562,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.7370876371860504,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7176867574453354,390-docs-settings-report-.md,0.7122287750244141
What are the latest trends in fashion for the upcoming season?,0.2971690043575058,41-docs-analytics-trends-removing-trends-.md,0.2962184368866576,39-docs-analytics-trends-previewing-trends-.md,0.2871329664430827,36-docs-analytics-trends-.md,0.8200359642505646,38-docs-analytics-trends-creating-trends-.md,0.7571268081665039,38-docs-analytics-trends-creating-trends-.md,0.7336142510175705
What are some tips for growing a successful vegetable garden?,0.0459344937038476,385-docs-settings-configuration-ai-engine-configuration-feed-status-.md,0.0215249439720503,243-docs-campaign-screen-views-creating-screen-views-.md,0.0203033402543674,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.7486821264028549,243-docs-campaign-screen-views-creating-screen-views-.md,0.7440802901983261,243-docs-campaign-screen-views-creating-screen-views-.md,0.5516268688371686
How does music influence our mood?,0.0676555881456526,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.0648342507774409,256-docs-campaign-recommendations-v2-creating-section-recommendations-.md,0.0478512465873601,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7477416694164276,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7336883693933487,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.723044291138649
What are some strategies for effective time management?,0.1615500318328089,74-docs-analytics-geoanalytics-introduction-to-geoanalytics-.md,0.1342975615373895,114-docs-automation-flow-control-optimize-time-.md,0.1303595047139171,242-docs-campaign-screen-views-introduction-to-screen-views-.md,0.8040065467357635,389-docs-settings-configuration-time-optimizer-.md,0.8034018576145172,389-docs-settings-configuration-time-optimizer-.md,0.798764556646347
What are the benefits of regular exercise?,0.0665296275378933,15-docs-analytics-.md,0.0580038451291535,195-docs-automation-data-transformation-and-imports-transformations-and-data-operators-regex-replace-.md,0.0527285316967001,16-docs-analytics-analytics-dashboard-.md,0.7394338846206665,390-docs-settings-report-.md,0.738480418920517,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7358714640140533
What are some popular hobbies for people who enjoy being outdoors?,0.074298429201372,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.0567391445885994,11-docs-ai-search-ai-search-statistics-.md,0.039549746256042,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.7308417856693268,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7243197560310364,390-docs-settings-report-.md,0.5231209474928038
What is the most challenging book you have ever read?,0.1188985884546981,281-docs-assets-events-importing-events-.md,0.0361192812075677,144-docs-automation-integration-facebook-send-custom-audience-.md,0.0244269479840981,12-docs-ai-search-ab-test-.md,0.775110512971878,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7075566500425339,390-docs-settings-report-.md,0.5016194810989136
"Have you ever been on a hiking trip? If so, where was your favorite hike?",0.018050860441223,288-docs-assets-events-event-reference-items-.md,0.0140884267543893,276-docs-assets-events-.md,0.0074412706012154,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.6989028453826904,390-docs-settings-report-.md,0.6973182559013367,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5022076638621682
"Do you have any pets? If so, what are their names?",0.0454770419148336,192-docs-automation-data-transformation-and-imports-transformations-and-data-operators-rename-columns-.md,0.0378721138743285,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0375089526975804,173-docs-automation-integration-sftp-integrations-sftp-get-file-.md,0.7153466641902924,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7089343965053558,390-docs-settings-report-.md,0.5075702945232656
What is your favorite type of music and why does it resonate with you?,0.037859791950089,288-docs-assets-events-event-reference-items-.md,0.0225790834928597,92-docs-analytics-i_events-parameter-operators-.md,0.0222030149999414,276-docs-assets-events-.md,0.7320763021707535,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7124194949865341,38-docs-analytics-trends-creating-trends-.md,0.5112764467883264
"If you could choose any superpower, what would it be and how would you use it?",0.0936123540938963,91-docs-analytics-i_profile-filter-.md,0.0659244383155369,301-docs-assets-imports-introduction-to-imports-.md,0.0647327561403699,323-docs-predictions-predictions-introduction-.md,0.7354333847761154,104-docs-automation-triggers-scheduled-run-.md,0.7343098521232605,280-docs-assets-events-event-settings-.md,0.7316628992557526
What is your fondest childhood memory?,0.0311295008302199,277-docs-assets-events-introduction-to-events-.md,0.0105968389471356,227-docs-campaign-in-app-messages-create-inapp-message-.md,0.0,99-docs-automation-triggers-.md,0.707702562212944,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7140186727046967,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7027273327112198
What is your favorite vacation destination?,0.0311009199047676,288-docs-assets-events-event-reference-items-.md,0.0265443880095067,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.0242738030964887,276-docs-assets-events-.md,0.7255223989486694,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.7675514817237854,1-docs-ai-search-configuring-ai-search-.md,0.7270151823759079
Have you ever participated in any extreme sports or activities?,0.0336925993127328,101-docs-automation-triggers-audience-node-.md,0.0313084954832001,336-docs-crm-crm-profile-.md,0.0285212256395376,277-docs-assets-events-introduction-to-events-.md,0.6939156204462051,390-docs-settings-report-.md,0.6935837268829346,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.4914454925015761
What type of music do you enjoy listening to?,0.0253508162797927,1-docs-ai-search-configuring-ai-search-.md,0.0187375392574818,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.0173622363671106,296-docs-assets-events-event-reference-mobile-push-.md,0.748887300491333,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7213024944067001,390-docs-settings-report-.md,0.5379255301096721
What is your favorite book or author?,0.1206463319472958,361-docs-settings-identity-access-management-iam-for-apps-third-party-authentication-.md,0.0622665030171164,128-docs-automation-actions-webhook-node-.md,0.0508700873262913,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.778035968542099,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7487644106149673,279-docs-assets-events-adding-event-parameters-.md,0.7371785193681717
Have you ever been to a live concert or music festival?,0.0211041514862249,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0126723586660804,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.0103538880920277,7-docs-ai-search-configuring-ai-search-index-settings-define-attributes-.md,0.7105074971914291,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7321439683437347,221-docs-campaign-Mobile-first_run_message-.md,0.7217196375131607
What is your all-time favorite movie?,0.0295698475122659,288-docs-assets-events-event-reference-items-.md,0.0230788239802485,276-docs-assets-events-.md,0.0166606824934986,253-docs-campaign-recommendations-v2-item-feed-requirements-.md,0.7425678372383118,104-docs-automation-triggers-scheduled-run-.md,0.7331685572862625,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7220124453306198
Do you have a favorite hobby or pastime?,0.0288397507528361,288-docs-assets-events-event-reference-items-.md,0.022508994372827,276-docs-assets-events-.md,0.0118888731161737,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7312272936105728,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7285787165164948,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7165016531944275
What is your all-time favorite book?,0.0300902662821031,288-docs-assets-events-event-reference-items-.md,0.02348500305101,276-docs-assets-events-.md,0.0124043845221035,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7590899169445038,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7333914339542389,104-docs-automation-triggers-scheduled-run-.md,0.5456766478709736
Do you play any musical instruments?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7296520918607712,390-docs-settings-report-.md,0.719735711812973,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5138474237927122
Have you ever lived in a different country?,0.0341069756491076,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.031821791267263,373-docs-settings-tool-magento-integration-multistore-support-.md,0.030840696317153,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.7146318554878235,390-docs-settings-report-.md,0.7116043418645859,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.6974882632493973
What is the most memorable concert you have ever attended?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7373122721910477,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7419264167547226,269-docs-assets-.md,0.7289579659700394
Do you prefer beach vacations or city vacations?,0.0374955243342794,70-docs-analytics-aggregates-previewing-aggregates-.md,0.036316907338895,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0323945518796777,85-docs-analytics-expressions-previewing-expressions-.md,0.7076942920684814,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7008991986513138,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.6885633617639542
What is your favorite type of exercise or workout?,0.037859791950089,288-docs-assets-events-event-reference-items-.md,0.0225790834928597,92-docs-analytics-i_events-parameter-operators-.md,0.0222030149999414,276-docs-assets-events-.md,0.7247100621461868,15-docs-analytics-.md,0.7238524109125137,268-docs-campaign-inserts-.md,0.5335831008501477
"Have you ever traveled to a foreign country? If so, which one was your favorite?",0.032145838057255,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.0306817104031124,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.0225846228177112,288-docs-assets-events-event-reference-items-.md,0.6915558576583862,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.6855010092258453,390-docs-settings-report-.md,0.4677804565511718
